Description,Avg_Elasticity,Obs,Sensitivity
"CHRISTMAS GARLAND STARS,TREES",-16.940252694418724,4,Elastic (price-sensitive)
MIRRORED WALL ART TABLE LAMP,-16.919708887342814,4,Elastic (price-sensitive)
CINAMMON & ORANGE WREATH,-16.87031479743367,5,Elastic (price-sensitive)
EMPIRE UNION JACK TV DINNER TRAY,-16.81455576927755,6,Elastic (price-sensitive)
CHARLIE & LOLA WASTEPAPER BIN FLORA,-16.81382180688969,15,Elastic (price-sensitive)
RETRO SPOT CANDLE  SMALL,-16.763904246946502,4,Elastic (price-sensitive)
SET OF 5 PANCAKE DAY MAGNETS,-16.695432142728077,5,Elastic (price-sensitive)
SMALL CHOCOLATES PINK BOWL,-16.66094249137967,8,Elastic (price-sensitive)
DINOSAURS WATER TRANSFER TATTOOS ,-16.63415111370192,3,Elastic (price-sensitive)
LARGE CAKE STAND HANGING HEARTS,-16.625408059378053,8,Elastic (price-sensitive)
GIRLY PINK TOOL SET,-16.61906618135051,4,Elastic (price-sensitive)
WHITE METAL LANTERN,-16.61000178550691,7,Elastic (price-sensitive)
APPLE BATH SPONGE,-16.59436487012577,6,Elastic (price-sensitive)
PINK SPOTS CHOCOLATE NESTING BOXES ,-16.58925372682641,9,Elastic (price-sensitive)
CHERRY BLOSSOM PASSPORT COVER,-16.54947403024326,5,Elastic (price-sensitive)
BLACK SILVER FLOWER T-LIGHT HOLDER,-16.490872107584337,5,Elastic (price-sensitive)
OFFICE MUG WARMER CHOC+BLUE,-16.483045769891042,9,Elastic (price-sensitive)
SET OF SKULL WALL STICKERS,-16.43500992933258,7,Elastic (price-sensitive)
FLOWERS TILE COASTER,-16.396432291493372,5,Elastic (price-sensitive)
QUEEN OF THE SKIES PASSPORT COVER ,-16.37271341463417,4,Elastic (price-sensitive)
ABSTRACT CIRCLE JOURNAL ,-16.35109919716899,10,Elastic (price-sensitive)
CANDLE PLATE LACE WHITE,-16.300159429439322,4,Elastic (price-sensitive)
HANGING HEART MIRROR DECORATION ,-16.296506297921017,8,Elastic (price-sensitive)
MIRRORED WALL ART FOXY,-16.265592614474098,4,Elastic (price-sensitive)
PORCELAIN BUDAH INCENSE HOLDER,-16.254658982992314,9,Elastic (price-sensitive)
NINJA RABBIT BLACK,-16.22579874736459,9,Elastic (price-sensitive)
PACK OF 60 PINK PAISLEY CAKE CASES,-16.19571632626024,6,Elastic (price-sensitive)
4 ROSE PINK DINNER CANDLES,-16.164492751708597,3,Elastic (price-sensitive)
GIN & TONIC DIET GREETING CARD ,-16.137466830897896,7,Elastic (price-sensitive)
CRAZY DAISY HEART DECORATION,-16.1091702340681,10,Elastic (price-sensitive)
CHRISTMAS RETROSPOT TREE WOOD,-16.058547126135633,6,Elastic (price-sensitive)
BIG POLKADOT MUG,-16.03472222222222,3,Elastic (price-sensitive)
PASTEL BLUE PHOTO ALBUM ,-16.029901007402845,6,Elastic (price-sensitive)
WOODLAND CHARLOTTE BAG,-16.00799236139271,8,Elastic (price-sensitive)
REGENCY TEAPOT ROSES ,-16.004756258947154,5,Elastic (price-sensitive)
ASSORTED COLOUR SILK COSMETIC PURSE,-15.97526271007682,4,Elastic (price-sensitive)
SMALL GLASS SUNDAE DISH CLEAR,-15.923965755197672,7,Elastic (price-sensitive)
WOODEN HEART CHRISTMAS SCANDINAVIAN,-15.906999459058014,4,Elastic (price-sensitive)
BLUE 3 PIECE POLKADOT CUTLERY SET,-15.895320810624852,3,Elastic (price-sensitive)
FOUR HOOK  WHITE LOVEBIRDS,-15.894314056303253,7,Elastic (price-sensitive)
FOOD COVER WITH BEADS SET 2 ,-15.892886703717478,4,Elastic (price-sensitive)
CHRISTMAS GINGHAM TREE,-15.88946843112642,4,Elastic (price-sensitive)
SPACEBOY GIFT WRAP,-15.8673603753748,4,Elastic (price-sensitive)
LOVE HEART POCKET WARMER,-15.81958202772673,6,Elastic (price-sensitive)
4 VANILLA BOTANICAL CANDLES,-15.810258122386188,6,Elastic (price-sensitive)
"ELEPHANT, BIRTHDAY CARD, ",-15.798902451325878,6,Elastic (price-sensitive)
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,-15.776071428571447,10,Elastic (price-sensitive)
SWALLOW GIANT TUBE MATCHES,-15.736439608720996,5,Elastic (price-sensitive)
RED SPOTTY CHILDS UMBRELLA,-15.635146669735391,4,Elastic (price-sensitive)
PACK OF 72 RETROSPOT CAKE CASES,-15.560706810199408,7,Elastic (price-sensitive)
6 EGG HOUSE PAINTED WOOD,-15.553043222305655,5,Elastic (price-sensitive)
SMALL APOTHECARY MEASURING JAR ,-15.486111111111176,3,Elastic (price-sensitive)
SPACE CADET WHITE,-15.484298556308142,5,Elastic (price-sensitive)
MOODY GIRL DOOR HANGER ,-15.451173423691293,6,Elastic (price-sensitive)
PINK LOVE BIRD CANDLE,-15.43682649529648,3,Elastic (price-sensitive)
WHITE SOAP RACK WITH 2 BOTTLES,-15.413497873570336,6,Elastic (price-sensitive)
BLACK FLOWER CANDLE PLATE,-15.374695999257392,3,Elastic (price-sensitive)
TWO DOOR CURIO CABINET,-15.37021396980835,11,Elastic (price-sensitive)
COTTON APRON PANTRY DESIGN,-15.324033436189069,3,Elastic (price-sensitive)
ELEPHANT CARNIVAL POUFFE,-15.31243601556104,4,Elastic (price-sensitive)
URBAN BLACK RIBBONS ,-15.30352566602496,9,Elastic (price-sensitive)
SET OF 3 NOTEBOOKS IN PARCEL,-15.283383988306662,6,Elastic (price-sensitive)
RIBBON REEL CHRISTMAS PRESENT ,-15.27789028715273,3,Elastic (price-sensitive)
RETROSPOT CANDLE  MEDIUM,-15.271044145648743,6,Elastic (price-sensitive)
PICCADILLY TEA SET,-15.26594857763033,4,Elastic (price-sensitive)
SMALL PINK MAGIC CHRISTMAS TREE,-15.24123371734351,7,Elastic (price-sensitive)
HI TEC ALPINE HAND WARMER,-15.22936155335973,9,Elastic (price-sensitive)
SET 3 JARDIN DE FEMME SCENT CANDLES,-15.180995624354097,3,Elastic (price-sensitive)
PACK OF 12 CIRCUS PARADE TISSUES ,-15.179622006963307,6,Elastic (price-sensitive)
CLASSIC CAFE SUGAR DISPENSER,-15.15689176651289,4,Elastic (price-sensitive)
MAN FLU METAL SIGN,-15.140051588817824,11,Elastic (price-sensitive)
SET OF 6 VINTAGE NOTELETS KIT,-15.12024597789673,9,Elastic (price-sensitive)
MEDIUM CHINESE STYLE SCISSOR,-15.118577073815562,10,Elastic (price-sensitive)
SMALL WHITE/PINK ROSE ART FLOWER,-15.096364665229018,4,Elastic (price-sensitive)
FRAPPUCINO SCARF KNITTING KIT,-15.093574415049899,13,Elastic (price-sensitive)
BLACK LOVE BIRD CANDLE,-15.083124512309512,3,Elastic (price-sensitive)
HAND TOWEL PALE BLUE W FLOWERS,-15.08087013935504,4,Elastic (price-sensitive)
RECTANGULAR SHAPED MIRROR,-15.070242169801384,6,Elastic (price-sensitive)
NINJA RABBIT PINK,-15.055494639376208,4,Elastic (price-sensitive)
CREAM CUPID HEARTS COAT HANGER,-15.007860793427541,15,Elastic (price-sensitive)
CHRISTMAS METAL TAGS ASSORTED ,-14.996118704232453,8,Elastic (price-sensitive)
LARGE IVORY HEART WALL ORGANISER,-14.920789736733388,3,Elastic (price-sensitive)
CLASSICAL ROSE SMALL VASE,-14.884690142412094,10,Elastic (price-sensitive)
HOUSE SHAPE PENCIL SHARPENER,-14.870888095238092,5,Elastic (price-sensitive)
SET OF 3 CAKE TINS SKETCHBOOK,-14.865232838871123,8,Elastic (price-sensitive)
PLASMATRONIC LAMP,-14.825449259231226,7,Elastic (price-sensitive)
PINK PICNIC BARBECUE BUCKET,-14.812263113044363,4,Elastic (price-sensitive)
BLUE EGG  SPOON,-14.783333333333331,3,Elastic (price-sensitive)
PETIT TRAY CHIC,-14.781600429971434,4,Elastic (price-sensitive)
PINK JUMPER LARRY THE LAMB,-14.749330922430165,5,Elastic (price-sensitive)
SET 12 PEAR BOTANICAL T-LIGHTS,-14.722792022792005,3,Elastic (price-sensitive)
MIRRORED WALL ART GENTS,-14.672379792614352,7,Elastic (price-sensitive)
WHITE NEWBAROQUE CANDLESTICK CANDLE,-14.664799100511626,9,Elastic (price-sensitive)
CARD CIRCUS PARADE,-14.634953991936912,6,Elastic (price-sensitive)
MINI PAINT SET VINTAGE ,-14.590143460211877,6,Elastic (price-sensitive)
BEADED CHANDELIER T-LIGHT HOLDER,-14.567640110350661,4,Elastic (price-sensitive)
RIDGED BONNE JAM JAR T-LIGHT HOLDER,-14.566281586234359,5,Elastic (price-sensitive)
CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-14.525381976474515,4,Elastic (price-sensitive)
"BIRTHDAY CARD, RETRO SPOT",-14.420484588633007,7,Elastic (price-sensitive)
CHARLIE + LOLA BISCUITS TINS,-14.419574590713845,7,Elastic (price-sensitive)
SET OF 3 WOODEN HEART DECORATIONS,-14.402634054058304,3,Elastic (price-sensitive)
CHINESE DRAGON PAPER LANTERNS,-14.36949817792184,15,Elastic (price-sensitive)
SET OF 6 HERB TINS SKETCHBOOK,-14.346325585316393,3,Elastic (price-sensitive)
JAM JAR WITH GREEN LID,-14.293002910504649,9,Elastic (price-sensitive)
METAL SIGN HIS DINNER IS SERVED,-14.280468802256975,12,Elastic (price-sensitive)
MIRRORED WALL ART SPLODGES,-14.263888888888886,3,Elastic (price-sensitive)
PINK DOUGHNUT TRINKET POT ,-14.248064159571477,12,Elastic (price-sensitive)
RED HEARTS LIGHT CHAIN ,-14.24518167913604,11,Elastic (price-sensitive)
BEADED CRYSTAL HEART PINK SMALL,-14.174940622907142,6,Elastic (price-sensitive)
VIP HOLIDAY PURSE,-14.173679502221677,4,Elastic (price-sensitive)
FLOWER FAIRY INCENSE LAVENDER,-14.16955802451158,3,Elastic (price-sensitive)
GREEN ROUND COMPACT MIRROR,-14.152777777777777,3,Elastic (price-sensitive)
BANK ACCOUNT  GREETING  CARD ,-14.133333333333374,5,Elastic (price-sensitive)
CREAM WALL PLANTER HEART SHAPED,-14.121465839085095,6,Elastic (price-sensitive)
PACK OF 6 COCKTAIL PARASOL STRAWS,-14.095074692695821,4,Elastic (price-sensitive)
FRENCH ENAMEL CANDLEHOLDER,-14.069050859343186,9,Elastic (price-sensitive)
SET/10 PINK POLKADOT PARTY CANDLES,-14.05474143867128,3,Elastic (price-sensitive)
BLUE GLASS GEMS IN BAG,-14.036670564067485,9,Elastic (price-sensitive)
I LOVE LONDON BABY GIFT SET,-14.024781156241604,7,Elastic (price-sensitive)
TEXRIO TOMATOES CANDLE+CUP,-14.007553606237868,3,Elastic (price-sensitive)
RED  HARMONICA IN BOX ,-13.959100194264678,10,Elastic (price-sensitive)
BLUE DELPHINIUM ARTIFICIAL FLOWER,-13.950661296779021,4,Elastic (price-sensitive)
KITCHEN METAL SIGN,-13.93533427588502,11,Elastic (price-sensitive)
SET OF 72 PINK HEART PAPER DOILIES,-13.926056016665683,5,Elastic (price-sensitive)
PINK SQUARE TABLE CLOCK,-13.916666666666666,3,Elastic (price-sensitive)
DENIM PATCH PENCIL CASE BUTTERFLY,-13.900777878149148,3,Elastic (price-sensitive)
DANISH ROSE TRINKET TRAYS,-13.874411405571726,6,Elastic (price-sensitive)
DOORMAT RED RETROSPOT,-13.827427873202737,7,Elastic (price-sensitive)
CHRISTMAS RETROSPOT STAR WOOD,-13.811703942804765,4,Elastic (price-sensitive)
FLOOR LAMP SHADE WOOD BASE,-13.776057098755116,11,Elastic (price-sensitive)
LUNCH BAG PINK POLKADOT,-13.677891936567926,3,Elastic (price-sensitive)
CARD BILLBOARD FONT,-13.642844019732731,7,Elastic (price-sensitive)
LUNCH BAG CARS BLUE,-13.598497344841054,4,Elastic (price-sensitive)
CUPID DESIGN SCENTED CANDLES,-13.437906646757202,7,Elastic (price-sensitive)
COCKLE SHELL DISH,-13.434698634698625,3,Elastic (price-sensitive)
ROSES REGENCY TEACUP AND SAUCER ,-13.426663608265104,8,Elastic (price-sensitive)
PINK FLORAL FELTCRAFT SHOULDER BAG,-13.424758625308584,8,Elastic (price-sensitive)
GREEN ROSE CUSHION COVER,-13.382812931558306,3,Elastic (price-sensitive)
STRAWBERRY LUNCHBOX WITH CUTLERY,-13.331538572875886,3,Elastic (price-sensitive)
PARTY CONES CANDY TREE DECORATION,-13.301024082023558,14,Elastic (price-sensitive)
FRENCH ENAMEL UTENSIL HOLDER,-13.2982077884501,5,Elastic (price-sensitive)
CARROT CHARLIE+LOLA COASTER SET,-13.18457496052916,8,Elastic (price-sensitive)
MONEY BOX KINGS CHOICE DESIGN,-13.137364921509285,7,Elastic (price-sensitive)
SMALL MARSHMALLOWS PINK BOWL,-13.134658537020037,13,Elastic (price-sensitive)
EMPIRE BIRTHDAY CARD,-13.127577480547508,11,Elastic (price-sensitive)
CRYSTAL SEA HORSE PHONE CHARM,-13.116648175542409,4,Elastic (price-sensitive)
ANTIQUE SILVER TEA GLASS ENGRAVED,-13.112369433322948,11,Elastic (price-sensitive)
HEARTS GIFT TAPE,-13.080107097610242,5,Elastic (price-sensitive)
ORIGAMI VANILLA INCENSE/CANDLE SET ,-13.037582434029687,8,Elastic (price-sensitive)
SET/6 IVORY BIRD T-LIGHT CANDLES,-13.019428524168017,7,Elastic (price-sensitive)
SILVER APERITIF GLASS,-13.007393466863824,3,Elastic (price-sensitive)
BEACH HUT KEY CABINET,-12.969560469560472,3,Elastic (price-sensitive)
BLACK PHOTO ALBUM ,-12.959381875687567,4,Elastic (price-sensitive)
DOOR MAT FAIRY CAKE,-12.938292995619337,7,Elastic (price-sensitive)
CHICK GREY HOT WATER BOTTLE,-12.90691518793785,9,Elastic (price-sensitive)
DOOR MAT FANCY FONT HOME SWEET HOME,-12.892751174598779,3,Elastic (price-sensitive)
BUNDLE OF 3 RETRO NOTE BOOKS,-12.872391058529269,3,Elastic (price-sensitive)
LARGE WHITE/PINK ROSE ART FLOWER,-12.796426626994478,8,Elastic (price-sensitive)
CHILDREN'S CIRCUS PARADE MUG,-12.794840958015103,4,Elastic (price-sensitive)
VINTAGE KID DOLLY CARD ,-12.787314607819985,15,Elastic (price-sensitive)
3 PIECE SPACEBOY COOKIE CUTTER SET,-12.779204010345683,4,Elastic (price-sensitive)
SMALL HEART FLOWERS HOOK ,-12.762892387635054,9,Elastic (price-sensitive)
FUNKY MONKEY GIFT BAG MEDIUM,-12.74718082783264,5,Elastic (price-sensitive)
FAIRY CAKE DESIGN UMBRELLA,-12.66841861570657,8,Elastic (price-sensitive)
PARTY PIZZA DISH RED RETROSPOT,-12.650927373202686,17,Elastic (price-sensitive)
RED 3 PIECE RETROSPOT CUTLERY SET,-12.571937014503224,4,Elastic (price-sensitive)
TOAST ITS - BEST MUM,-12.561417359625407,16,Elastic (price-sensitive)
REGENCY TEA SPOON,-12.545684564210823,5,Elastic (price-sensitive)
CANDY SPOT EGG WARMER HARE,-12.425704205672444,5,Elastic (price-sensitive)
BEADED CRYSTAL HEART PINK ON STICK,-12.384512726229595,5,Elastic (price-sensitive)
SET OF 3 CONEY ISLAND OVAL BOXES,-12.322704501114835,8,Elastic (price-sensitive)
HANGING HEART ZINC T-LIGHT HOLDER,-12.308485375646013,9,Elastic (price-sensitive)
WHITE CANDYSTUFT ARTIFICIAL FLOWER,-12.280598409447101,5,Elastic (price-sensitive)
PACK OF 6 LARGE FRUIT STRAWS ,-12.239950398663353,5,Elastic (price-sensitive)
RIBBON REEL SNOWY VILLAGE,-12.23369668786945,5,Elastic (price-sensitive)
ASSORTED INCENSE PACK,-12.17739351884499,13,Elastic (price-sensitive)
CHERRY BLOSSOM  DECORATIVE FLASK,-12.158817534629142,6,Elastic (price-sensitive)
CHRISTMAS MUSICAL ZINC TREE,-12.119114953539265,6,Elastic (price-sensitive)
TEA TIME OVEN GLOVE,-12.062372196682908,12,Elastic (price-sensitive)
12 PENCILS TALL TUBE POSY,-12.053949638121074,6,Elastic (price-sensitive)
SET 2 PANTRY DESIGN TEA TOWELS,-12.050870837082499,5,Elastic (price-sensitive)
CHRISTMAS CARD STACK OF PRESENTS,-12.038857940952132,5,Elastic (price-sensitive)
CHOCOLATE HOT WATER BOTTLE,-12.016023280464477,7,Elastic (price-sensitive)
CHEST OF DRAWERS GINGHAM HEART ,-11.961771730175895,4,Elastic (price-sensitive)
CHOCOLATE THIS WAY METAL SIGN,-11.948685277641312,10,Elastic (price-sensitive)
GLITTER HEART DECORATION,-11.946147416347808,3,Elastic (price-sensitive)
BEADED CRYSTAL HEART GREEN LARGE,-11.92866056896472,5,Elastic (price-sensitive)
RETROSPOT PARTY BAG + STICKER SET,-11.91195512299034,7,Elastic (price-sensitive)
WOOD S/3 CABINET ANT WHITE FINISH,-11.907220170497132,10,Elastic (price-sensitive)
GINGHAM BABUSHKA DOORSTOP,-11.872198444852545,6,Elastic (price-sensitive)
OPIUM SCENTED VOTIVE CANDLE,-11.86624999999999,15,Elastic (price-sensitive)
WOOD STAMP SET BEST WISHES,-11.838020124033111,7,Elastic (price-sensitive)
GOLD  CHERRY LIGHTS,-11.79880503929415,4,Elastic (price-sensitive)
RIBBON REEL FLORA + FAUNA ,-11.780332099694547,5,Elastic (price-sensitive)
SMALL DOLLY MIX DESIGN ORANGE BOWL,-11.706257732458491,12,Elastic (price-sensitive)
RED RETROSPOT TISSUE BOX,-11.687273683635839,8,Elastic (price-sensitive)
CINNAMON SCENTED VOTIVE CANDLE,-11.657098768266039,17,Elastic (price-sensitive)
LARGE TORTILLA DESIGN RED BOWL,-11.655413989669942,9,Elastic (price-sensitive)
ENVELOPE 50 BLOSSOM IMAGES,-11.591098475931467,11,Elastic (price-sensitive)
LOLITA  DESIGN  COTTON TOTE BAG,-11.550844059214603,6,Elastic (price-sensitive)
JUMBO SHOPPER VINTAGE RED PAISLEY,-11.522863214037478,6,Elastic (price-sensitive)
SILVER VANILLA  FLOWER CANDLE POT,-11.489791666666692,4,Elastic (price-sensitive)
GREEN 3 TIER GLASS PLATE STAND,-11.486298760084352,4,Elastic (price-sensitive)
EASTER TIN BUCKET,-11.486056532290934,7,Elastic (price-sensitive)
RED DAISY POCKET BOOK ,-11.445800105131532,4,Elastic (price-sensitive)
WOOD STOCKING CHRISTMAS SCANDISPOT,-11.433446669635911,6,Elastic (price-sensitive)
CARAVAN SQUARE TISSUE BOX,-11.373183688222621,8,Elastic (price-sensitive)
ROBOT MUG IN DISPLAY BOX,-11.360121457489896,3,Elastic (price-sensitive)
WAY OUT METAL SIGN ,-11.359852832965418,3,Elastic (price-sensitive)
GARDENERS KNEELING PAD CUP OF TEA ,-11.321495394094185,3,Elastic (price-sensitive)
SKULLS  WATER TRANSFER TATTOOS ,-11.316823336067813,6,Elastic (price-sensitive)
LILAC DIAMANTE PEN IN GIFT BOX,-11.31494981965527,6,Elastic (price-sensitive)
PACK OF 60 DINOSAUR CAKE CASES,-11.312455133473554,10,Elastic (price-sensitive)
TOXIC AREA  DOOR HANGER ,-11.293580513673948,7,Elastic (price-sensitive)
SET OF 4 BLACK LOVEBIRD COASTERS,-11.23106220271672,7,Elastic (price-sensitive)
SET/3 VANILLA SCENTED CANDLE IN BOX,-11.172124077722733,6,Elastic (price-sensitive)
TABLECLOTH RED APPLES DESIGN ,-11.17036696596718,5,Elastic (price-sensitive)
GREEN BITTY LIGHT CHAIN,-11.116347553517697,3,Elastic (price-sensitive)
BLUE POLKADOT BOWL,-11.083255589574787,7,Elastic (price-sensitive)
ORIGAMI ROSE INCENSE IN TUBE,-11.014522522104869,10,Elastic (price-sensitive)
VINTAGE RED ENAMEL TRIM MUG ,-11.01177196273749,3,Elastic (price-sensitive)
KEEP OUT GIRLS DOOR HANGER ,-10.998251504509007,4,Elastic (price-sensitive)
S/4 PURPLE DINNER CANDLE BLK FLOCK,-10.970101447752773,3,Elastic (price-sensitive)
RETROSPOT CIGAR BOX MATCHES ,-10.936019922828722,3,Elastic (price-sensitive)
BEADED PEARL HEART WHITE ON STICK,-10.88021136684781,8,Elastic (price-sensitive)
RED SPOTTY BISCUIT TIN,-10.868775377203868,9,Elastic (price-sensitive)
PACK OF 12 SUKI TISSUES ,-10.799393585106532,13,Elastic (price-sensitive)
WOODEN CROQUET GARDEN SET,-10.781993573617035,12,Elastic (price-sensitive)
TOY TIDY PINK POLKADOT,-10.78001864732188,6,Elastic (price-sensitive)
CUTE CATS TAPE,-10.713816756048969,8,Elastic (price-sensitive)
MINI CAKE STAND T-LIGHT HOLDER,-10.708824579498543,4,Elastic (price-sensitive)
STRAWBERRY BATH SPONGE ,-10.7027708070326,6,Elastic (price-sensitive)
SET OF 3 WOODEN SLEIGH DECORATIONS,-10.702747671920482,3,Elastic (price-sensitive)
DANISH ROSE ROUND SEWING BOX,-10.69615864149776,7,Elastic (price-sensitive)
SET OF 6 GIRLS CELEBRATION CANDLES,-10.678157774268804,6,Elastic (price-sensitive)
POLKADOT PEN,-10.677590830417437,4,Elastic (price-sensitive)
PINK DRAWER KNOB ACRYLIC EDWARDIAN,-10.676077977210356,8,Elastic (price-sensitive)
MR ROBOT SOFT TOY,-10.62957087104815,7,Elastic (price-sensitive)
CREAM SLICE FLANNEL PINK SPOT ,-10.620700373948498,14,Elastic (price-sensitive)
LAVENDER SCENT CAKE CANDLE,-10.620440128349209,11,Elastic (price-sensitive)
SMALL HANGING IVORY/RED WOOD BIRD,-10.594503145653755,5,Elastic (price-sensitive)
NEW BAROQUE IVORY CUSHION COVER ,-10.585974945533751,3,Elastic (price-sensitive)
FELTCRAFT HAIRBANDS PINK AND WHITE ,-10.56688324306978,4,Elastic (price-sensitive)
KINGS CHOICE TEA CADDY ,-10.432020808105516,10,Elastic (price-sensitive)
WRAP FOLK ART,-10.37391304347826,3,Elastic (price-sensitive)
HEART DECORATION WITH PEARLS ,-10.368382237032439,7,Elastic (price-sensitive)
NUMBER TILE VINTAGE FONT 0,-10.356534450930498,3,Elastic (price-sensitive)
CHARLIE+LOLA MY ROOM DOOR SIGN,-10.323483950607955,5,Elastic (price-sensitive)
OPULENT VELVET SET/3 CANDLES,-10.323322906741206,9,Elastic (price-sensitive)
FILIGREE WALL MIRROR  ANTIQUE WHITE,-10.24968248663101,3,Elastic (price-sensitive)
WHITE TRAVEL ALARM CLOCK,-10.22383658008659,4,Elastic (price-sensitive)
LUNCH BAG ALPHABET DESIGN,-10.221550231026152,3,Elastic (price-sensitive)
MEASURING TAPE BABUSHKA PINK,-10.217159620917876,5,Elastic (price-sensitive)
PINK OWL SOFT TOY,-10.18934397937565,6,Elastic (price-sensitive)
FOLKART CLIP ON STARS,-10.090351664930736,4,Elastic (price-sensitive)
CHOCOLATE BOX RIBBONS ,-10.076978015225212,3,Elastic (price-sensitive)
PARTY PIZZA DISH BLUE POLKADOT,-10.068310670178345,4,Elastic (price-sensitive)
DOOR MAT AIRMAIL ,-10.051614473531433,4,Elastic (price-sensitive)
NUMBER TILE VINTAGE FONT 5,-9.952292026688076,3,Elastic (price-sensitive)
CHILDREN'S APRON DOLLY GIRL ,-9.940711176105262,7,Elastic (price-sensitive)
SET OF 3 BLACK FLYING DUCKS,-9.921643849166891,22,Elastic (price-sensitive)
FLOWER FAIRY INCENSE LILY,-9.920402713806666,3,Elastic (price-sensitive)
DEEP BLUE GLASS GEMS IN BAG,-9.867092846270928,4,Elastic (price-sensitive)
TV DINNER TRAY VINTAGE PAISLEY,-9.808863103931854,12,Elastic (price-sensitive)
BAKING MOULD HEART MILK CHOCOLATE,-9.78062157637577,8,Elastic (price-sensitive)
DOLLY MIXTURE CHILDREN'S UMBRELLA,-9.758677478435594,4,Elastic (price-sensitive)
"KEY FOB , BACK DOOR ",-9.721181320963323,6,Elastic (price-sensitive)
ZINC SWEETHEART WIRE LETTER RACK,-9.705801031104315,3,Elastic (price-sensitive)
TRANSPARENT ACRYLIC TAPE DISPENSER,-9.704305928965386,4,Elastic (price-sensitive)
ASS FLORAL PRINT MULTI SCREWDRIVER,-9.66471630861524,8,Elastic (price-sensitive)
SET OF 4 CAROUSEL PLACEMATS ,-9.659515765765764,4,Elastic (price-sensitive)
METAL DECORATION NAUGHTY CHILDREN ,-9.649650658600775,6,Elastic (price-sensitive)
CHARLIE + LOLA RED HOT WATER BOTTLE,-9.63676218739309,9,Elastic (price-sensitive)
TOOL BOX SOFT TOY ,-9.632027397706418,4,Elastic (price-sensitive)
ANTIQUE GLASS DRESSING TABLE POT,-9.597597943951333,5,Elastic (price-sensitive)
ASSORTED LAQUERED INCENSE HOLDERS,-9.577012742616041,11,Elastic (price-sensitive)
CURIOUS IMAGES SCRAP BOOK SET,-9.560273780537297,7,Elastic (price-sensitive)
WATERING CAN BLUE ELEPHANT,-9.554478594992519,8,Elastic (price-sensitive)
ENAMEL WASH BOWL CREAM,-9.534880887877236,12,Elastic (price-sensitive)
CURIOUS IMAGES GIFT WRAP SET,-9.521471902937419,3,Elastic (price-sensitive)
HOUSE WRECKING METAL SIGN ,-9.471428571428573,3,Elastic (price-sensitive)
BLUE HEART COMPACT MIRROR,-9.455426525085965,9,Elastic (price-sensitive)
